,uid,dt,lat,lon,loc,region,x,y
1108476,4985,2010-01-04 01:52:59+00:00,40.7331003253,-73.9982521534,128448,124,0.8910151976830825,2.021054368254318
1108477,4985,2010-01-04 01:17:10+00:00,40.73488705,-74.0018195167,37080,110,0.5896511924958506,1.822640788433956
1108478,4985,2010-01-04 01:16:16+00:00,40.73502975,-73.99882388,235335,100,0.8426950157399774,1.8067941263318763
1108479,4985,2010-01-04 01:15:56+00:00,40.7345474239,-74.0015298128,200756,111,0.6141260092023146,1.8603558537568845
1108480,4985,2010-01-04 01:15:32+00:00,40.7354411252,-74.0003609985,296707,99,0.7128483518438028,1.7611114066054807
1108481,4985,2010-01-04 01:15:25+00:00,40.7353325679,-74.0006113411,133029,99,0.6917028618730618,1.773166564137517
1108482,4985,2010-01-04 01:15:14+00:00,40.7335575534,-74.0014980981,123716,111,0.6168141494353827,1.9702797561193592
1108483,4985,2010-01-04 01:14:33+00:00,40.7335762167,-74.0014375167,34732,111,0.6219314731470349,1.9682072197683067
1108484,4985,2010-01-04 01:14:27+00:00,40.7330637409,-74.0001296997,271849,123,0.7324123929465088,2.0251170202226723
1108485,4985,2010-01-04 01:14:21+00:00,40.7331466328,-73.9997252212,118080,123,0.7665792391935767,2.01591197812664
1108486,4985,2010-01-04 01:14:12+00:00,40.7338685922,-73.9992070198,265328,111,0.8103448179812092,1.9357392817199013
1108487,4985,2010-01-04 01:14:00+00:00,40.733876722,-74.0014439821,284094,111,0.6213825253065095,1.9348364774498896
1108488,4985,2010-01-04 01:13:52+00:00,40.7335027833,-73.9992476833,31350,111,0.8069142822649138,1.976361907854413
1108489,4985,2010-01-04 01:13:46+00:00,40.732397089,-73.9992284775,16904,123,0.8085500414457524,2.099147877315889
1108490,4985,2010-01-04 01:13:37+00:00,40.7332810262,-73.9997256792,207035,111,0.7665390079135875,2.0009877584167386
1108491,4985,2010-01-04 01:13:23+00:00,40.7348441565,-73.9995288849,123831,111,0.7831445688428772,1.827404059559284
1108492,4985,2010-01-04 01:13:17+00:00,40.735177471,-73.998670578,154232,100,0.8556427299974806,1.7903898878508608
1108493,4985,2010-01-04 01:13:12+00:00,40.7344945809,-74.0008056164,102575,111,0.6753007378447344,1.866224004435031
1108494,4985,2010-01-04 01:13:03+00:00,40.733909241,-74.0000975132,196558,111,0.7351220000085973,1.9312252825692136
1108495,4985,2010-01-04 01:12:52+00:00,40.732397089,-73.9992284775,16904,123,0.8085500414457524,2.099147877315889
1108496,4985,2010-01-04 01:12:41+00:00,40.7338685922,-73.9992070198,265328,111,0.8103448179812092,1.9357392817199013
1113204,5001,2010-10-10 18:41:11+00:00,40.7234535521,-73.9982843399,62616,184,0.8884245699646338,3.0923155997521894
1113216,5001,2010-09-19 21:42:00+00:00,40.7303160944,-74.0003045253,124646,135,0.7176737477772003,2.330239661582365
1113217,5001,2010-09-19 21:27:44+00:00,40.725879617,-73.9996448,4068949,171,0.7734568446611618,2.8229045140229028
1113218,5001,2010-09-19 20:49:58+00:00,40.7243886145,-73.992909193,4068285,174,1.342529679817392,2.9884782523798803
1113219,5001,2010-09-19 20:47:42+00:00,40.71924,-73.997362,1005760,208,0.9664101862533714,3.5602243482131373
1113220,5001,2010-09-19 19:35:41+00:00,40.7458101407,-73.9882206917,60450,44,1.7380786272949449,0.6096436644314888
1113221,5001,2010-09-19 19:24:09+00:00,40.7442251028,-73.9874696732,208429,44,1.8015506038062743,0.7856605105157703
1113222,5001,2010-09-19 18:10:39+00:00,40.7468427875,-73.9844910125,360541,34,2.0530465575049304,0.4949692618780886
1113223,5001,2010-09-19 00:03:04+00:00,40.7264050522,-74.0043354034,1176455,157,0.3771786134406647,2.764555661102803
1113224,5001,2010-09-17 22:41:25+00:00,40.7343929598,-73.9900767803,383440,115,1.5815882661084584,1.877508903453676
1113229,5001,2010-09-11 02:58:54+00:00,40.733909241,-74.0000975132,196558,111,0.7351220000085973,1.9312252825692136
1113230,5001,2010-09-11 02:58:40+00:00,40.7345397053,-74.0006494169,1009608,111,0.6884947405449641,1.8612129948730731
1113231,5001,2010-09-11 02:35:17+00:00,40.7407908252,-74.0016825569,339070,62,0.6011672298795544,1.167033377392242
1113232,5001,2010-09-11 01:27:42+00:00,40.74277204,-74.00047969,1303408,51,0.7027452460183042,0.9470216134180864
1113233,5001,2010-09-11 00:15:21+00:00,40.7425530435,-74.0005221552,201025,51,0.6991608678443613,0.9713409419671616
1113234,5001,2010-09-10 22:58:16+00:00,40.7445300601,-73.9946507664,196809,41,1.195032977201476,0.7517953164011397
1113238,5001,2010-09-03 19:43:48+00:00,40.7343929598,-73.9900767803,383440,115,1.5815882661084584,1.877508903453676
1113245,5001,2010-08-28 21:04:02+00:00,40.7317548205,-73.9840471745,325336,130,2.091003857916139,2.1704709803168565
1113257,5001,2010-08-20 01:39:31+00:00,40.7345474239,-74.0015298128,200756,111,0.6141260092023146,1.8603558537568845
1113258,5001,2010-08-20 01:22:05+00:00,40.7339143753,-73.9998185635,1599990,111,0.7586855581457023,1.9306551248783543
1113259,5001,2010-08-20 00:15:44+00:00,40.73609285,-74.0041454833,37090,97,0.3931664405052205,1.6887381470418463
1113260,5001,2010-08-19 22:42:50+00:00,40.7298567167,-74.0021991667,880736,134,0.557623619509899,2.3812529553747948
1113261,5001,2010-08-19 22:29:16+00:00,40.7302100987,-74.0020501614,215438,134,0.5702082371382086,2.342010346035001
1113263,5001,2010-08-19 01:31:28+00:00,40.74154371,-74.0005123,157731,63,0.7000038362356822,1.083426342337521
1113264,5001,2010-08-17 23:50:35+00:00,40.7263481374,-73.9818263054,874016,167,2.2787970041945704,2.7708759712551343
1113265,5001,2010-08-17 22:26:27+00:00,40.72800499,-73.98507946,908327,153,2.003913655948769,2.5868847463746114
1113267,5001,2010-08-16 23:48:55+00:00,40.73609285,-74.0041454833,37090,97,0.3931664405052205,1.6887381470418463
1113268,5001,2010-08-16 23:47:37+00:00,40.7334377134,-74.0032947063,200881,110,0.4650499542035799,1.9835878395398043
1113272,5001,2010-08-08 00:27:47+00:00,40.738799,-73.994322565,1548802,78,1.2228575592782114,1.3882233384513114
1113273,5001,2010-08-07 23:15:13+00:00,40.744825,-73.997924,1101562,40,0.918574222256413,0.7190425425314895
1113281,5001,2010-08-01 01:05:55+00:00,40.7378211778,-74.0045867319,123333,85,0.3558850164120389,1.4968093722653422
1113282,5001,2010-08-01 00:30:03+00:00,40.7334134181,-73.9914974503,513161,115,1.461602831616957,1.9862858024484653
1113283,5001,2010-07-31 23:07:07+00:00,40.730740833,-73.989706217,1537610,139,1.6129786899237537,2.28307299099564
1113325,5001,2010-07-17 01:01:41+00:00,40.741988048,-73.993907022,1431386,66,1.257896925510826,1.034083087423447
1113326,5001,2010-07-17 00:55:54+00:00,40.7408750118,-73.9934539613,1043173,66,1.2961851334497108,1.1576845479184776
1113327,5001,2010-07-16 23:06:23+00:00,40.73527598,-73.98996573,1232966,103,1.590947875273425,1.7794505822470696
1113328,5001,2010-07-16 22:19:54+00:00,40.7377707635,-73.9878880978,48001,92,1.7663813653526903,1.5024078219577826
1113329,5001,2010-07-16 22:12:46+00:00,40.7401200854,-73.9863753319,1036141,81,1.894094662191269,1.2415182906645852
1113335,5001,2010-07-12 00:04:18+00:00,40.7434955917,-73.9999180145,549534,51,0.7501770300579635,0.8666719596280403
1113336,5001,2010-07-11 23:03:49+00:00,40.7434365167,-73.9997444667,483070,51,0.7648356425532589,0.873232176501479
1113337,5001,2010-07-11 22:34:10+00:00,40.743874309,-73.9871720907,208425,56,1.826693896418547,0.8246157985347444
1113338,5001,2010-07-11 21:39:38+00:00,40.7424154624,-73.9836345036,214770,58,2.1255250525393663,0.9866191764117788
1113339,5001,2010-07-11 20:53:57+00:00,40.7258748833,-73.994917,248840,173,1.1728746645550927,2.82343018484116
1113340,5001,2010-07-11 19:38:24+00:00,40.7154167554,-73.9965859341,764744,233,1.0320399547338035,3.9847897277330353
1113341,5001,2010-07-11 18:17:52+00:00,40.7182820133,-73.9938747883,817944,222,1.2610669161478525,3.6666073110327786
1113342,5001,2010-07-11 01:36:47+00:00,40.733909241,-74.0000975132,196558,111,0.7351220000085973,1.9312252825692136
1113343,5001,2010-07-10 23:20:43+00:00,40.7408750118,-73.9934539613,1043173,66,1.2961851334497108,1.1576845479184776
1113344,5001,2010-07-10 23:01:04+00:00,40.7389274692,-74.0004432202,578676,75,0.7058661771022164,1.3739569797655746
1113349,5001,2010-07-10 00:34:46+00:00,40.7301531873,-74.002532959,215419,134,0.52942324359766,2.348330282802225
1113350,5001,2010-07-10 00:00:53+00:00,40.7250228232,-73.9991104603,19762,172,0.8186098516267365,2.918050270173478
1113351,5001,2010-07-09 23:56:32+00:00,40.72282743,-73.99908304,724372,184,0.8209533995179116,3.161845557510382
1113352,5001,2010-07-09 23:12:40+00:00,40.7234535521,-73.9982843399,62616,184,0.8884245699646338,3.0923155997521894
1113354,5001,2010-07-09 00:56:24+00:00,40.7341565833,-73.98413505,965577,118,2.0835056222117183,1.9037582242590856
1113355,5001,2010-07-09 00:50:01+00:00,40.737933349,-73.9859247208,898205,93,1.9322187014383436,1.484352890094075
1113356,5001,2010-07-08 23:54:57+00:00,40.7390826334,-73.9836806256,99489,82,2.121735399330796,1.356726171235767
1113357,5001,2010-07-08 22:29:02+00:00,40.7424578176,-73.9837482386,86073,58,2.115917438845386,0.9819156766570288
1113358,5001,2010-07-08 22:19:44+00:00,40.7424154624,-73.9836345036,214770,58,2.1255250525393663,0.9866191764117788
1113362,5001,2010-07-08 00:32:14+00:00,40.7408750118,-73.9934539613,1043173,66,1.2961851334497108,1.1576845479184776
1113363,5001,2010-07-07 22:33:15+00:00,40.7317548205,-73.9840471745,325336,130,2.091003857916139,2.1704709803168565
1113364,5001,2010-07-07 22:08:50+00:00,40.7348848047,-73.9914500713,520337,115,1.4655728031976158,1.8228901262745156
1113387,5001,2010-07-02 22:09:36+00:00,40.735177471,-73.998670578,154232,100,0.8556427299974806,1.7903898878508608
1113388,5001,2010-07-02 19:25:32+00:00,40.7312751476,-73.9971095324,440680,136,0.9875635594938024,2.223738042795834
1113389,5001,2010-07-02 19:02:23+00:00,40.7298930198,-73.99533391,434070,137,1.1375845167892322,2.3772215436669515
1113393,5001,2010-07-02 00:52:22+00:00,40.7408750118,-73.9934539613,1043173,66,1.2961851334497108,1.1576845479184776
1113394,5001,2010-07-01 23:06:16+00:00,40.7434365167,-73.9997444667,483070,51,0.7648356425532589,0.873232176501479
1113396,5001,2010-06-28 23:11:52+00:00,40.7417466987,-73.993421425,105068,66,1.298916316955156,1.06088466694973
1113400,5001,2010-06-23 22:51:49+00:00,40.7399368172,-73.9850977865,366996,81,2.002007747527887,1.2618700201576196
1113430,5001,2010-05-24 23:29:20+00:00,40.7282832113,-74.0042281151,273251,145,0.386231698579317,2.5559886447034224
1113434,5001,2010-05-20 23:19:33+00:00,40.7282237506,-73.9847083509,624820,154,2.035258325845422,2.5625916756999607
1113435,5001,2010-05-20 23:12:43+00:00,40.7303123328,-73.9892391144,360815,140,1.6524485495056986,2.330657382368923
1113446,5001,2010-05-15 03:49:39+00:00,40.7236608931,-73.9850986004,215848,189,2.0024268711121738,3.069290678548346
1113447,5001,2010-05-14 22:28:59+00:00,40.7259416021,-73.9972758293,202509,172,0.973593196737548,2.8160211545942846
1113448,5001,2010-05-14 22:16:34+00:00,40.7308686424,-73.9975655079,16397,136,0.9490503636904656,2.268879922229437
1113449,5001,2010-05-14 22:15:06+00:00,40.7324268253,-73.9985610297,191214,124,0.8649320078583028,2.095845698691692
1113451,5001,2010-05-13 23:30:35+00:00,40.7462525333,-73.9806246667,63544,35,2.3796047617876552,0.5605164076614616
1113461,5001,2010-05-09 00:59:18+00:00,40.7253179951,-73.9857802289,464385,177,1.944790845575312,2.8852718440811604
1113462,5001,2010-05-08 23:53:38+00:00,40.72705265,-73.9821847667,171925,167,2.2484896945164787,2.6926408129252497
1113469,5001,2010-05-08 00:05:09+00:00,40.7329092899,-73.9876033398,193931,128,1.790564565283797,2.04226861075686
1113470,5001,2010-05-07 23:49:28+00:00,40.7335108817,-73.9881241322,59204,116,1.7465554688782703,1.975462590572256
1113471,5001,2010-05-07 23:32:57+00:00,40.735844095,-73.9903879166,106840,103,1.5552721603469792,1.7163620932436423
1113472,5001,2010-05-07 23:31:29+00:00,40.7359822967,-73.9902806282,28948,103,1.5643315945825933,1.701014959359307
1113473,5001,2010-05-07 23:28:14+00:00,40.7377707635,-73.9903771877,201929,91,1.5561335382160928,1.5024078219577826
1113474,5001,2010-05-07 23:23:34+00:00,40.7408029,-73.9898433,490465,67,1.601157127179106,1.1656924841211986
1113475,5001,2010-05-07 23:17:45+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1113476,5001,2010-05-07 23:13:09+00:00,40.7456201833,-73.9871865167,1079950,44,1.8254277410236035,0.6307382429860336
1113477,5001,2010-05-07 23:04:27+00:00,40.7484436586,-73.9857316017,12313,21,1.9482242947067896,0.3171940739068203
1113489,5001,2010-05-05 22:27:29+00:00,40.7310660833,-74.0012748,65254,135,0.6357005395611223,2.246954364719132
1113522,5001,2010-04-28 02:53:06+00:00,40.728169385,-73.9812791348,70552,155,2.324959795400458,2.568628902613696
1113523,5001,2010-04-28 01:37:57+00:00,40.72828066,-73.98067635,584994,155,2.3758790339215485,2.556271963148669
1113524,5001,2010-04-27 22:33:17+00:00,40.7184201439,-73.9908083319,267599,223,1.5201560255055444,3.651268119542641
1113525,5001,2010-04-27 22:27:17+00:00,40.7182169599,-73.9933919907,947222,222,1.3018609099630836,3.673831391303706
1113532,5001,2010-04-25 19:58:39+00:00,40.7288286282,-74.0034316202,208942,146,0.4535156867204185,2.495420826202704
1113533,5001,2010-04-25 19:57:28+00:00,40.7282832113,-74.0042281151,273251,145,0.386231698579317,2.5559886447034224
1113534,5001,2010-04-24 00:34:47+00:00,40.7313401882,-74.0021789074,316084,134,0.5593226580793653,2.216515367553619
1113535,5001,2010-04-23 22:57:05+00:00,40.7326621514,-74.0037803689,624194,122,0.4240293881421246,2.0697130313773706
1113536,5001,2010-04-23 22:49:50+00:00,40.7338915833,-74.0044516,440651,109,0.3673209077349016,1.933186148398481
1113560,5001,2010-04-10 23:16:45+00:00,40.7345474239,-74.0015298128,200756,111,0.6141260092023146,1.8603558537568845
1113561,5001,2010-04-10 23:04:24+00:00,40.7332843,-74.0054808833,231876,109,0.2803771604199296,2.000624206999269
1113562,5001,2010-04-10 22:57:58+00:00,40.7338053419,-74.0053589938,236619,109,0.2906713165761421,1.942763149528546
1113563,5001,2010-04-10 22:50:39+00:00,40.7331898337,-74.0057163244,575183,121,0.2604890123982288,2.0111145720178243
1113564,5001,2010-04-10 22:27:01+00:00,40.7331512078,-74.0058752721,739981,121,0.2470622794409719,2.015403930079851
1113565,5001,2010-04-10 22:12:38+00:00,40.7332788833,-74.00490955,200904,109,0.3286396685581157,2.0012257247956637
1113566,5001,2010-04-10 22:10:30+00:00,40.733312,-74.00539895,567163,109,0.2872982278606755,1.997548156449091
1113567,5001,2010-04-10 21:08:41+00:00,40.7330272833,-74.0068925333,567169,120,0.1611308680169793,2.0291655911836304
1113569,5001,2010-04-10 20:11:41+00:00,40.7332018644,-74.0059730616,663661,121,0.2388014677328569,2.009778577768287
1113570,5001,2010-04-10 20:08:27+00:00,40.7332182081,-74.0032732487,48320,110,0.466864081343074,2.007963630238001
1113571,5001,2010-04-07 22:37:14+00:00,40.750613794,-73.993434906,11875,6,1.2976053181993767,0.0762025567859286
1113582,5001,2010-04-07 01:34:17+00:00,40.7283157331,-73.9822125435,165669,155,2.2461006067015576,2.552377142398286
1113583,5001,2010-04-07 01:31:44+00:00,40.72788006,-73.98279607,705566,154,2.1968187846052034,2.60075805458867
1113584,5001,2010-04-07 00:34:14+00:00,40.7283922833,-73.9823377,583912,154,2.235524860299239,2.5438763451958786
1113586,5001,2010-04-06 22:38:31+00:00,40.7284254269,-73.9812970538,262016,155,2.323437094985846,2.5401957927646004
1113588,5001,2010-04-06 22:30:43+00:00,40.73239109,-73.98519401,843915,129,1.9941055207339915,2.099814058700018
1113589,5001,2010-04-06 22:28:15+00:00,40.7329092899,-73.9876033398,193931,128,1.790564565283797,2.04226861075686
1113590,5001,2010-04-06 22:25:23+00:00,40.7335271413,-73.9882099628,787602,116,1.7393046652329418,1.973656982144608
1204431,5862,2010-08-17 00:15:39+00:00,40.7449160214,-73.9837896824,30044,46,2.1123392473384377,0.7089347089298
1204432,5862,2010-08-16 17:16:08+00:00,40.7403174333,-73.9923035667,209122,78,1.3933634966019717,1.2196030254436845
1204435,5862,2010-08-13 23:34:28+00:00,40.742935905,-73.9832869236,54441,58,2.154865515010206,0.9288245787378584
1204441,5862,2010-08-11 23:01:52+00:00,40.744402,-73.987949,37736,44,1.7610621941870943,0.7660162588468604
1204442,5862,2010-08-11 23:01:41+00:00,40.7452343995,-73.9859981382,773667,45,1.9258067292167067,0.673579144507387
1204443,5862,2010-08-11 17:15:36+00:00,40.7384291122,-73.9913549865,99299,91,1.4735265453587694,1.4292989565753569
1204444,5862,2010-08-09 23:14:23+00:00,40.7229169017,-74.0073931217,115340,180,0.1188622755535823,3.151909854503443
1204445,5862,2010-08-09 18:11:26+00:00,40.7391022769,-73.9927030327,96132,78,1.3596475302460025,1.3545447827951276
1204446,5862,2010-08-09 17:07:06+00:00,40.736349711,-73.992173354,1508550,102,1.4044452938131724,1.6602140379497623
1204450,5862,2010-08-04 16:31:58+00:00,40.7432578047,-74.007307291,88478,48,0.1260754133031171,0.893077956507413
1204451,5862,2010-08-02 23:52:49+00:00,40.7431343,-73.9817429833,1548743,59,2.2852618023226534,0.9067930234385828
1204453,5862,2010-08-01 01:38:49+00:00,40.7311829833,-73.9886455333,577480,140,1.7025704179515797,2.233972770008632
1204454,5862,2010-07-30 22:25:27+00:00,40.7390635,-73.98881328,221129,80,1.6882006242957557,1.3588509136429987
1204480,5862,2010-07-13 17:02:32+00:00,40.7417100082,-73.9903021455,46781,67,1.5623800142537634,1.0649591073139506
1204481,5862,2010-07-12 17:03:30+00:00,40.7411908833,-73.9909307667,529017,67,1.5092966611876135,1.1226073635250975
1204487,5862,2010-07-11 00:38:00+00:00,40.73773491,-73.98375588,827631,94,2.1154216465523747,1.506389311626389
1204488,5862,2010-07-10 00:27:10+00:00,40.72719335,-73.99105232,492237,163,1.4993440475323876,2.67701626968155
1204489,5862,2010-07-09 22:11:02+00:00,40.7234535521,-73.9982843399,62616,184,0.8884245699646338,3.0923155997521894
1204491,5862,2010-07-07 23:43:21+00:00,40.7366595381,-73.988783327,474174,104,1.6907915014538415,1.625808104643312
1204492,5862,2010-07-07 19:39:43+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204495,5862,2010-07-04 23:21:05+00:00,40.742739584,-73.982325791,1388363,58,2.2360505193778693,0.9506258177788997
1204498,5862,2010-07-03 13:37:43+00:00,40.7503537066,-73.9929306507,623366,6,1.3401956591513102,0.1050850253704535
1204500,5862,2010-07-02 19:17:26+00:00,40.7382132667,-73.99067925,487041,91,1.5306088727108882,1.453268351836193
1204501,5862,2010-07-02 19:17:15+00:00,40.7386162038,-73.9897441864,813816,91,1.6095813572337578,1.4085226482086075
1204502,5862,2010-07-02 19:02:37+00:00,40.7394142456,-73.9901845153,75252,79,1.5723694450535823,1.3199010107558398
1204503,5862,2010-07-02 13:53:02+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204504,5862,2010-07-02 00:21:00+00:00,40.7244211382,-73.9876306057,321345,176,1.78848854477135,2.9848665415261277
1204505,5862,2010-07-01 17:39:44+00:00,40.7414540026,-73.9907072935,229366,67,1.5281659513908612,1.0933882517408882
1204506,5862,2010-06-30 23:00:16+00:00,40.7481536865,-74.0077590942,39670,12,0.0879093015598354,0.3493951989433245
1204507,5862,2010-06-30 14:32:44+00:00,40.71990125,-74.0046118667,1165920,205,0.3538568485852627,3.486793533293611
1204525,5862,2010-06-27 16:44:43+00:00,40.7438885333,-73.98400585,110436,58,2.094114237237196,0.8230362048035272
1204527,5862,2010-06-26 17:45:15+00:00,40.7315515697,-73.9887356758,759957,128,1.694946179746274,2.193041722426134
1204528,5862,2010-06-26 17:21:43+00:00,40.7271855923,-73.9854204655,304391,165,1.975129702210762,2.677877751702864
1204529,5862,2010-06-26 17:04:19+00:00,40.726877,-73.985335,316802,165,1.9823590818254475,2.712146505502838
1204532,5862,2010-06-25 20:00:38+00:00,40.745146668,-73.9947295346,185905,41,1.1883693025832678,0.6833216386122012
1204533,5862,2010-06-25 16:52:57+00:00,40.7489117406,-73.9915859367,860804,19,1.4537906265500689,0.2652140109906666
1204534,5862,2010-06-24 18:22:12+00:00,40.7411908833,-73.9909307667,529017,67,1.5092966611876135,1.1226073635250975
1204536,5862,2010-06-24 14:28:09+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204553,5862,2010-06-20 20:53:29+00:00,40.7413885876,-73.9812472715,101320,71,2.3271909436257463,1.100652516392965
1204557,5862,2010-06-19 21:49:50+00:00,40.7503537066,-73.9929306507,623366,6,1.3401956591513102,0.1050850253704535
1204558,5862,2010-06-18 22:14:28+00:00,40.73941087,-73.99458622,556721,77,1.2005765564583477,1.3202758673363677
1204559,5862,2010-06-18 16:58:45+00:00,40.74663454,-73.99310064,773500,30,1.325913619585283,0.518094941787741
1204560,5862,2010-06-17 22:25:34+00:00,40.7299824525,-74.0006513893,48017,135,0.688375093358177,2.3672901593579407
1204562,5862,2010-06-16 23:49:46+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1204563,5862,2010-06-16 19:15:28+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204564,5862,2010-06-16 17:57:09+00:00,40.7404447122,-73.9873653006,452904,80,1.8104683723710715,1.2054688444904382
1204565,5862,2010-06-16 14:45:29+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204566,5862,2010-06-15 23:27:33+00:00,40.7426237697,-73.9847552776,190203,57,2.030856041983845,0.963486872735048
1204568,5862,2010-06-15 18:46:48+00:00,40.7410677953,-73.9900449664,224611,67,1.584117308953609,1.1362761514500963
1204569,5862,2010-06-15 18:46:09+00:00,40.7410677953,-73.9900449664,224611,67,1.584117308953609,1.1362761514500963
1204570,5862,2010-06-15 01:52:24+00:00,40.7311403371,-73.9859773529,58233,141,1.9279690787351,2.2387085757209157
1204574,5862,2010-06-13 18:31:53+00:00,40.7422010764,-73.9879953861,1264740,68,1.7572023766903009,1.010426512371388
1204576,5862,2010-06-12 20:35:44+00:00,40.7422010764,-73.9879953861,1264740,68,1.7572023766903009,1.010426512371388
1204577,5862,2010-06-11 22:22:24+00:00,40.7458101407,-73.9882206917,60450,44,1.7380786272949449,0.6096436644314888
1204578,5862,2010-06-11 22:00:51+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204579,5862,2010-06-11 16:44:29+00:00,40.7205588409,-74.0050113201,646707,193,0.320103740889644,3.413769047540613
1204580,5862,2010-06-11 16:33:50+00:00,40.71990125,-74.0046118667,1165920,205,0.3538568485852627,3.486793533293611
1204598,5862,2010-06-07 16:38:55+00:00,40.7419698028,-73.9927198485,171749,66,1.358168840150461,1.0361091972494745
1204599,5862,2010-06-07 16:34:39+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204616,5862,2010-06-03 22:51:24+00:00,40.74341452,-73.98404145,1218937,58,2.0911223066366267,0.8756748869796511
1204617,5862,2010-06-03 22:43:26+00:00,40.7398300171,-73.9853363037,169924,81,1.98186455923362,1.2737300520140098
1204618,5862,2010-06-03 16:55:43+00:00,40.74101965,-73.9941691167,1078263,66,1.2357776959308129,1.1416226343361624
1204619,5862,2010-06-03 16:44:01+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204620,5862,2010-06-03 12:21:01+00:00,40.7425768167,-73.9868532833,554222,57,1.853656400608013,0.9687009534211533
1204621,5862,2010-06-03 12:20:46+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1204622,5862,2010-06-02 13:12:34+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1204624,5862,2010-06-01 14:52:48+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204625,5862,2010-06-01 13:38:36+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1204638,5862,2010-05-28 20:46:24+00:00,40.7413885876,-73.9812472715,101320,71,2.3271909436257463,1.100652516392965
1204639,5862,2010-05-28 20:35:46+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204642,5862,2010-05-27 17:56:59+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204643,5862,2010-05-27 17:56:18+00:00,40.7410677953,-73.9900449664,224611,67,1.584117308953609,1.1362761514500963
1204644,5862,2010-05-27 06:17:51+00:00,40.7503537066,-73.9929306507,623366,6,1.3401956591513102,0.1050850253704535
1204654,5862,2010-05-25 16:59:24+00:00,40.7503665,-73.99258947,283863,6,1.3690087326674467,0.1036643299988628
1204655,5862,2010-05-25 16:58:37+00:00,40.7503537066,-73.9929306507,623366,6,1.3401956591513102,0.1050850253704535
1204656,5862,2010-05-25 16:57:48+00:00,40.7505731554,-73.9933812618,460509,6,1.3021364443861128,0.0807154363433144
1204657,5862,2010-05-24 22:03:14+00:00,40.7428981,-73.99266701,928164,54,1.3626127644198092,0.9330227839898896
1204659,5862,2010-05-24 16:47:58+00:00,40.7411908833,-73.9909307667,529017,67,1.5092966611876135,1.1226073635250975
1204661,5862,2010-05-23 21:45:53+00:00,40.7421264811,-73.9828186175,287104,70,2.1944458206712074,1.018710240429174
1204662,5862,2010-05-23 01:09:58+00:00,40.7291125115,-73.9918577671,22811,151,1.4312578490213888,2.4638959625071184
1204663,5862,2010-05-22 16:58:03+00:00,40.7369662185,-73.989434286,165438,92,1.635798031601362,1.5917516068276232
1204665,5862,2010-05-21 16:50:03+00:00,40.74101965,-73.9941691167,1078263,66,1.2357776959308129,1.1416226343361624
1204666,5862,2010-05-21 16:29:17+00:00,40.7422595958,-73.9933871427,464146,54,1.3018018936213505,1.003927995690978
1204667,5862,2010-05-21 16:01:04+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204668,5862,2010-05-21 12:24:27+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1204669,5862,2010-05-20 23:50:33+00:00,40.7445507333,-73.98850745,109602,44,1.71389204464757,0.7494995787649508
1204670,5862,2010-05-20 22:53:18+00:00,40.7418352819,-73.9902806282,257313,67,1.564194490322248,1.051047598235984
1204671,5862,2010-05-20 16:47:43+00:00,40.7414540026,-73.9907072935,229366,67,1.5281659513908612,1.0933882517408882
1204672,5862,2010-05-19 13:27:59+00:00,40.7410677953,-73.9900449664,224611,67,1.584117308953609,1.1362761514500963
1204676,5862,2010-05-18 16:34:36+00:00,40.74137425,-73.9881052167,16907,68,1.7479474928730834,1.1022446912787385
1204677,5862,2010-05-18 16:30:17+00:00,40.7422010764,-73.9879953861,17710,68,1.7572023766903009,1.010426512371388
1204678,5862,2010-05-17 22:37:58+00:00,40.7401001,-73.9934575833,102582,78,1.2958942440727876,1.2437376471068462
1204679,5862,2010-05-17 15:51:12+00:00,40.7414540026,-73.9907072935,229366,67,1.5281659513908612,1.0933882517408882
1204680,5862,2010-05-16 23:49:08+00:00,40.74451524,-73.98117387,1128664,47,2.3332814019141983,0.7534410732850745
